"unit","time","Y"
"A",77,1.08644641711022
"A",78,1.16882220516328
"A",79,1.25513777064521
"A",80,1.34383515215994
"A",81,1.40626949095856
"A",82,1.55968740092759
"A",83,1.63690148765145
"A",84,1.69383778490597
"A",85,1.70499602962299
"A",86,1.81670595481333
"A",87,2.01281326193181
"A",88,2.01543717058869
"A",89,2.1897990615069
"A",90,2.33087918713771
"A",91,2.25361539552934
"A",92,2.42905131694192
"A",93,2.62509504749525
"A",94,2.68680346613393
"A",95,2.68336509469584
"A",96,2.72578385655932
"A",97,2.88377910176012
"A",98,2.94752025215589
"A",99,2.99066012895959
"A",100,3.05301469572246
"A",101,3.08347674189374
"A",102,3.06747969989953
"A",103,3.14795566527733
"A",104,3.3097490924547
"A",105,3.31586359847442
"A",106,3.1801556810901
"A",107,3.38678983323756
"A",108,3.43973286680506
"A",109,3.33908107294177
"A",110,3.38132438206244
"A",111,3.42253146450755
"A",112,3.39892450673631
"A",113,3.33743640104491
"A",114,3.38460261058354
"A",115,3.42575145407635
"A",116,3.4170244928152
"A",117,3.35410859780233
"A",118,3.36367786954362
"A",119,3.2485065429179
"A",120,3.16804106485449
"A",121,3.13879869485564
"A",122,3.12417149288217
"A",123,3.07208846403723
"A",124,3.01869173390461
"A",125,3.02845328093203
"A",126,2.96989068482079
"A",127,2.91008054846805
"A",128,2.84971689610218
"A",129,2.8737233059658
"A",130,2.78298319236019
"A",131,2.71569737135715
"A",132,2.72451683552834
"A",133,2.67335300063258
"A",134,2.57376485936377
"A",135,2.57976771112491
"A",136,2.41231186393215
"A",137,2.47374598270129
"A",138,2.3969829021274
"A",139,2.33223723383421
"A",140,2.29860954298457
"A",141,2.32445530528542
"A",142,2.38038373685673
"A",143,2.19364765067758
"A",144,2.21912934449043
"A",145,2.27227460085467
"A",146,2.21993189588651
"A",147,2.16958237623132
"A",148,2.291333670056
"A",149,2.3720915337882
"A",150,2.21632095808329
"B",1,-0.0650904568199592
"B",2,0.0925416058222136
"B",3,0.206030689619116
"B",4,0.351773957186521
"B",5,0.437593201167497
"B",6,0.486081443983075
"B",7,0.535263120939298
"B",8,0.761471942594568
"B",9,0.770021112229223
"B",10,0.80974192498558
"B",11,0.869076261749039
"B",12,1.07427842069112
"B",13,1.17047456007971
"B",14,1.12409155545841
"B",15,1.21330265704328
"B",16,1.32902349090278
"B",17,1.35224898591649
"B",18,1.33909177388896
"B",19,1.36686817112435
"B",20,1.44126963962888
"B",21,1.39899544489857
"B",22,1.42379461468301
"B",23,1.38363826159327
"B",24,1.44406489985662
"B",25,1.33382225893854
"B",26,1.45690308971606
"B",27,1.35920918680286
"B",28,1.26361351203993
"B",29,1.30628185877951
"B",30,1.25876471023778
"B",31,1.27080348560223
"B",32,1.04461727070788
"B",33,1.2633543193598
"B",34,1.1530996169518
"B",35,1.12211661692575
"B",36,1.07652811904356
"B",37,1.00806473924448
"B",38,1.0658625670151
"B",39,0.9697614753095
"B",40,0.98489093934623
"B",41,0.961628356205611
"B",42,0.98631534398045
"B",43,0.992728251384795
"B",44,0.953049598603096
"B",45,0.869961775934673
"B",46,0.881000422325016
"B",47,0.996463126665605
"B",48,0.862512644406579
"B",49,1.01463051557473
"B",50,0.953963910185637
"B",51,0.879303280117872
"B",52,0.972790072751312
"B",53,0.980348650887835
"B",54,0.921080606060642
"B",55,0.949540188070658
"B",56,0.968439200751624
"B",57,0.931481741064056
"B",58,0.91403316448288
"B",59,0.85994900278702
"B",60,0.916778179413045
"B",61,0.938150196608647
"B",62,0.855971507808946
"B",63,0.875036791002749
"B",64,0.823019511746245
"B",65,0.782927607636505
"B",66,0.777782399293305
"B",67,0.862534487882765
"B",68,0.770301475780213
"B",69,0.719557799286856
"B",70,0.616172196846418
"B",71,0.613756112698429
"B",72,0.694681748168199
"B",73,0.613671016863029
"B",74,0.55969731141963
"B",75,0.735053568603663
"B",76,0.658882043533079
"B",77,0.742430214510808
"B",78,0.755903888772512
"B",79,0.715289920588645
"B",80,0.953063536408923
"B",81,1.00781754747819
"B",82,1.14748269597729
"B",83,1.44084840665779
"B",84,1.47289389586964
"B",85,1.63178873895438
"B",86,1.97245422217287
"B",87,2.05999480776556
"B",88,2.22598481026585
"B",89,2.34438997764585
"B",90,2.58790264914554
"B",91,2.72848384835579
"B",92,2.86468923324352
"B",93,2.9279455495213
"B",94,3.05501690830082
"B",95,3.10446160162377
"B",96,3.10677037022237
"B",97,3.01873752027132
"B",98,3.01531904998945
"B",99,3.04946230775351
"B",100,2.97332477237232
"B",101,2.87778720737845
"B",102,2.84414577916877
"B",103,2.72478692116912
"B",104,2.63296462300497
"B",105,2.60447370344707
"B",106,2.36889961512011
"B",107,2.300665774198
"B",108,2.35931616858146
"B",109,2.2645228620494
"B",110,2.23559242658473
"B",111,2.16428057571242
"B",112,2.14920748334713
"B",113,2.17939346717463
"B",114,2.11501005791352
"B",115,2.15930326049282
"B",116,2.04656791782696
"B",117,2.08245064285843
"B",118,2.19687682125679
"B",119,2.21272121483689
"B",120,2.27538026722579
"B",121,2.3273491563262
"B",122,2.36123184299483
"B",123,2.30587581866492
"B",124,2.44164656218696
"B",125,2.51136206591612
"B",126,2.55375649168558
"B",127,2.76586179361798
"B",128,2.77479627027922
"B",129,2.78253758644554
"B",130,2.97177686068323
"B",131,3.00246023143343
"B",132,3.09783012190769
"B",133,3.22755519303908
"B",134,3.33724906897108
"B",135,3.34656946127949
"B",136,3.45178859984408
"B",137,3.46790734184448
"B",138,3.66180730644697
"B",139,3.76180920110107
"B",140,3.72648547382863
"B",141,3.81570006033167
"B",142,3.74915532255333
"B",143,3.81871112914008
"B",144,3.84352560997083
"B",145,3.84943312288042
"B",146,3.87144405820409
"B",147,3.92123682742242
"B",148,3.83966813242017
"B",149,3.96418076354962
"B",150,3.87875414443093
"C",1,-0.0893401231053202
"C",2,0.168610550813351
"C",3,0.247403400525614
"C",4,0.316974955537108
"C",5,0.418623669269577
"C",6,0.36926908322724
"C",7,0.436773627105015
"C",8,0.614585245284791
"C",9,0.611030122732167
"C",10,0.761592471225868
"C",11,0.816029255150948
"C",12,0.911315507385497
"C",13,0.968688381737827
"C",14,1.00488564768907
"C",15,1.05593912450109
"C",16,1.16773049838407
"C",17,1.1441131786174
"C",18,1.14052268178108
"C",19,1.24001537710784
"C",20,1.28172087660096
"C",21,1.35255632897983
"C",22,1.41079263916839
"C",23,1.49267487403195
"C",24,1.4394430104712
"C",25,1.61677574506733
"C",26,1.57759777556834
"C",27,1.5286340224698
"C",28,1.58944634159761
"C",29,1.54778206111227
"C",30,1.60626922748246
"C",31,1.5906637402223
"C",32,1.66018341646427
"C",33,1.64603788818563
"C",34,1.58069089383846
"C",35,1.49462600473436
"C",36,1.48342842397864
"C",37,1.46830788730824
"C",38,1.45702977319558
"C",39,1.40952343980205
"C",40,1.2565151959299
"C",41,1.20194963023488
"C",42,1.12901535846594
"C",43,0.957435499336352
"C",44,0.967926267421817
"C",45,0.710635233653116
"C",46,0.763847274305632
"C",47,0.651975034129794
"C",48,0.634368565057477
"C",49,0.49399069979593
"C",50,0.299711791486032
"C",51,0.358012932820642
"C",52,0.243407770832011
"C",53,0.172372159854908
"C",54,0.203574378221272
"C",55,0.177166431137292
"C",56,0.185505824735968
"C",57,0.217708725448486
"C",58,0.34642953633953
"C",59,0.376136173797466
"C",60,0.449147660492982
"C",61,0.510866315858581
"C",62,0.632897592667434
"C",63,0.663675881204004
"C",64,0.733728004094514
"C",65,0.882269016702861
"C",66,0.870891491186225
"C",67,1.0273551330154
"C",68,1.14873579854373
"C",69,1.1222275890843
"C",70,1.26878803146159
"C",71,1.34097993972517
"C",72,1.43863438161911
"C",73,1.44273589909454
"C",74,1.55159827419509
"C",75,1.61147820609055
"C",76,1.59851285978161
"C",77,1.6900074004086
"C",78,1.73784376638735
"C",79,1.6401285977467
"C",80,1.86305624405223
"C",81,1.89044674626678
"C",82,1.84521523524244
"C",83,1.92360985589344
"C",84,1.82991616883068
"C",85,1.87761757542672
"C",86,1.92006929593003
"C",87,2.04697090050088
"C",88,1.95328963303535
"C",89,1.91808102137633
"C",90,1.88548106681244
"C",91,1.8920955143001
"C",92,1.91423242765692
"C",93,1.90234049531055
"C",94,1.8706687849033
"C",95,1.94971355119823
"C",96,1.89562034287677
"C",97,1.87635874795493
"C",98,1.93663446563329
"C",99,1.98435803200753
"C",100,1.97363386201878
"C",101,1.98313944837172
"C",102,2.06987485430434
"C",103,2.14829864839572
"C",104,2.18778254627442
"C",105,2.17838421356274
"C",106,2.3337410327878
"C",107,2.37138014060606
"C",108,2.3008541627948
"C",109,2.55087883869936
"C",110,2.66554391692574
"C",111,2.59691676492767
"C",112,2.78034422129571
"C",113,2.92265196723891
"C",114,3.03037736422479
"C",115,3.16749971943904
"C",116,3.28023939730468
"C",117,3.35203108384019
"C",118,3.50587817365271
"C",119,3.56671514086003
"C",120,3.57954937655575
"C",121,3.64374329595315
"C",122,3.67073538264425
"C",123,3.7147425229916
"C",124,3.5174309388546
"C",125,3.48384046646292
"C",126,3.33295607610251
"C",127,3.20269192341707
"C",128,2.8619894671211
"C",129,2.73402707427451
"C",130,2.60648089707438
"C",131,2.37231649134752
"C",132,2.28461596652952
"C",133,2.12487957540838
"C",134,2.06924960174257
"C",135,2.02893055304038
"C",136,1.95919232226571
"C",137,1.96927175780166
"C",138,2.08046380548597
"C",139,2.24325019217016
"C",140,2.32997417587662
"C",141,2.5241556100457
"C",142,2.71464065032018
"C",143,2.91996186435321
"C",144,2.93170234481842
"C",145,3.1199062466808
"C",146,3.3698506770608
"C",147,3.52474135249709
"C",148,3.65689371178649
"C",149,3.74231442615839
"C",150,3.92769757058817
